Bingo
# 1
ID	时间	记录类型	葡萄糖历史记录（mmol/L）
71585	2021/12/23 18:58	0	9.0
71586	2021/12/23 19:13	0	8.3
71587	2021/12/23 19:28	0	7.1
71588	2021/12/23 19:43	0	6.5
71589	2021/12/23 19:58	0	6.8
71590	2021/12/23 20:13	0	6.4
71591	2021/12/23 20:28	0	5.7
71592	2021/12/23 20:43	0	5.3
71593	2021/12/23 20:58	0	5.5
71594	2021/12/23 21:13	0	6.3
71595	2021/12/23 21:28	0	6.4
71596	2021/12/23 21:43	0	5.4
71597	2021/12/23 21:58	0	5.1
71598	2021/12/23 22:13	0	5.4
71599	2021/12/23 22:28	0	5.3
71600	2021/12/23 22:43	0	5.1
71601	2021/12/23 22:58	0	5.2
71602	2021/12/23 23:13	0	5.0
71603	2021/12/23 23:28	0	4.3
71604	2021/12/23 23:43	0	4.4
71605	2021/12/23 23:58	0	4.8
71606	2021/12/24 00:13	0	4.9
71607	2021/12/24 00:28	0	5.0
71608	2021/12/24 00:43	0	5.1
71609	2021/12/24 00:58	0	5.1
71610	2021/12/24 01:13	0	5.1
71611	2021/12/24 01:28	0	5.0
71612	2021/12/24 01:43	0	5.0
71613	2021/12/24 01:58	0	4.8
71614	2021/12/24 02:13	0	4.3
71615	2021/12/24 02:28	0	4.2
71616	2021/12/24 02:43	0	5.1
71617	2021/12/24 02:58	0	5.3
71618	2021/12/24 03:13	0	5.2
71619	2021/12/24 03:28	0	5.2
71620	2021/12/24 03:43	0	5.1
71621	2021/12/24 03:58	0	5.1
71622	2021/12/24 04:13	0	4.9
71623	2021/12/24 04:28	0	4.7
71624	2021/12/24 04:43	0	4.8
71625	2021/12/24 04:58	0	5.2
71626	2021/12/24 05:13	0	6.0
71627	2021/12/24 05:28	0	6.1
71628	2021/12/24 05:43	0	5.6
71629	2021/12/24 05:58	0	5.3
71630	2021/12/24 06:13	0	5.3
71631	2021/12/24 06:28	0	5.4
71632	2021/12/24 06:43	0	5.6
71633	2021/12/24 06:58	0	5.4
71634	2021/12/24 07:13	0	5.3
71635	2021/12/24 07:28	0	5.3
71636	2021/12/24 07:43	0	5.3
71637	2021/12/24 07:58	0	5.3
71638	2021/12/24 08:13	0	5.2
71639	2021/12/24 08:28	0	5.2
71640	2021/12/24 08:43	0	5.3
71641	2021/12/24 08:58	0	5.3
71642	2021/12/24 09:13	0	5.2
71643	2021/12/24 09:28	0	5.2
71644	2021/12/24 09:43	0	5.3
71645	2021/12/24 09:58	0	5.3
71646	2021/12/24 10:13	0	5.3
71647	2021/12/24 10:28	0	5.3
71648	2021/12/24 10:43	0	5.3
71649	2021/12/24 10:58	0	5.3
71650	2021/12/24 11:13	0	5.2
71651	2021/12/24 11:28	0	5.2
71652	2021/12/24 11:43	0	5.1
71653	2021/12/24 11:58	0	5.4
71654	2021/12/24 12:13	0	6.8
71655	2021/12/24 12:28	0	8.4
71656	2021/12/24 12:43	0	8.6
71657	2021/12/24 12:58	0	7.3
71658	2021/12/24 13:13	0	5.7
71659	2021/12/24 13:28	0	5.3
71660	2021/12/24 13:43	0	6.1
71661	2021/12/24 13:58	0	6.4
71662	2021/12/24 14:13	0	6.6
71663	2021/12/24 14:28	0	6.7
71664	2021/12/24 14:43	0	6.9
71665	2021/12/24 14:58	0	7.1
71666	2021/12/24 15:13	0	6.9
71667	2021/12/24 15:28	0	6.4
71668	2021/12/24 15:43	0	5.9
71669	2021/12/24 15:58	0	5.3
71670	2021/12/24 16:13	0	5.2
71671	2021/12/24 16:28	0	5.5
71672	2021/12/24 16:43	0	5.7
71673	2021/12/24 16:58	0	6.2
71674	2021/12/24 17:13	0	7.9
71675	2021/12/24 17:28	0	9.6
71676	2021/12/24 17:43	0	9.6
71677	2021/12/24 17:58	0	8.6
71678	2021/12/24 18:13	0	8.0
71679	2021/12/24 18:28	0	7.6
71680	2021/12/24 18:43	0	6.8
71681	2021/12/24 18:58	0	6.9
71682	2021/12/24 19:13	0	6.8
71683	2021/12/24 19:28	0	5.8
71684	2021/12/24 19:43	0	4.7
71685	2021/12/24 19:58	0	4.2
71686	2021/12/24 20:13	0	4.6
71687	2021/12/24 20:28	0	5.2
71688	2021/12/24 20:43	0	5.2
71689	2021/12/24 20:58	0	4.8
71690	2021/12/24 21:13	0	4.7
71691	2021/12/24 21:28	0	4.8
71692	2021/12/24 21:43	0	5.1
71693	2021/12/24 21:58	0	5.2
71694	2021/12/24 22:13	0	5.1
71695	2021/12/24 22:28	0	5.1
71696	2021/12/24 22:43	0	5.2
71697	2021/12/24 22:58	0	5.4
71698	2021/12/24 23:13	0	5.4
71699	2021/12/24 23:28	0	4.8
71700	2021/12/24 23:43	0	4.4
71701	2021/12/24 23:58	0	4.6
71702	2021/12/25 00:13	0	4.8
71703	2021/12/25 00:28	0	4.8
71704	2021/12/25 00:43	0	5.0
71705	2021/12/25 00:58	0	5.1
71706	2021/12/25 01:13	0	5.1
71707	2021/12/25 01:28	0	4.9
71708	2021/12/25 01:43	0	5.0
71709	2021/12/25 01:58	0	5.2
71710	2021/12/25 02:13	0	5.2
71711	2021/12/25 02:28	0	5.2
71712	2021/12/25 02:43	0	5.1
71713	2021/12/25 02:58	0	5.2
71714	2021/12/25 03:13	0	5.3
71715	2021/12/25 03:28	0	5.5
71716	2021/12/25 03:43	0	5.4
71717	2021/12/25 03:58	0	5.3
71718	2021/12/25 04:13	0	5.3
71719	2021/12/25 04:28	0	5.3
71720	2021/12/25 04:43	0	5.5
71721	2021/12/25 04:58	0	5.6
71722	2021/12/25 05:13	0	5.6
71723	2021/12/25 05:28	0	5.4
71724	2021/12/25 05:43	0	5.3
71725	2021/12/25 05:58	0	5.3
71726	2021/12/25 06:13	0	5.3
71727	2021/12/25 06:28	0	5.3
71728	2021/12/25 06:43	0	5.2
71729	2021/12/25 06:58	0	5.2
71730	2021/12/25 07:13	0	5.2
71731	2021/12/25 07:28	0	5.2
71732	2021/12/25 07:43	0	5.2
71733	2021/12/25 07:58	0	5.4
71734	2021/12/25 08:13	0	6.2
71735	2021/12/25 08:28	0	6.1
71736	2021/12/25 08:43	0	5.3
71737	2021/12/25 08:58	0	6.2
71738	2021/12/25 09:13	0	7.4
71739	2021/12/25 09:28	0	7.4
71740	2021/12/25 09:43	0	6.8
71741	2021/12/25 09:58	0	6.3
71742	2021/12/25 10:13	0	6.2
71743	2021/12/25 10:28	0	6.3
71744	2021/12/25 10:43	0	6.1
71745	2021/12/25 10:58	0	5.6
71746	2021/12/25 11:13	0	5.7
71747	2021/12/25 11:28	0	6.4
71748	2021/12/25 11:43	0	6.4
71749	2021/12/25 11:58	0	5.7
71750	2021/12/25 12:13	0	5.9
71751	2021/12/25 12:28	0	6.7
71752	2021/12/25 12:43	0	6.9
71753	2021/12/25 12:58	0	6.8
71754	2021/12/25 13:13	0	6.9
71755	2021/12/25 13:28	0	7.1
71756	2021/12/25 13:43	0	7.7
71757	2021/12/25 13:58	0	7.9
71758	2021/12/25 14:13	0	7.3
71759	2021/12/25 14:28	0	6.3
71760	2021/12/25 14:43	0	6.3
71761	2021/12/25 14:58	0	6.7
71762	2021/12/25 15:13	0	6.4
71763	2021/12/25 15:28	0	5.3
71764	2021/12/25 15:43	0	4.6
71765	2021/12/25 15:58	0	5.7
71766	2021/12/25 16:13	0	6.4
71767	2021/12/25 16:28	0	5.8
71768	2021/12/25 16:43	0	5.0
71769	2021/12/25 16:58	0	5.8
71770	2021/12/25 17:13	0	7.4
71771	2021/12/25 17:28	0	6.9
71772	2021/12/25 17:43	0	4.9
71773	2021/12/25 17:58	0	4.4
71774	2021/12/25 18:13	0	5.9
71775	2021/12/25 18:28	0	8.1
71776	2021/12/25 18:43	0	8.7
71777	2021/12/25 18:58	0	7.9
71778	2021/12/25 19:13	0	7.3
71779	2021/12/25 19:28	0	7.2
71780	2021/12/25 19:43	0	7.1
71781	2021/12/25 19:58	0	7.3
71782	2021/12/25 20:13	0	7.5
71783	2021/12/25 20:28	0	6.9
71784	2021/12/25 20:43	0	6.7
71785	2021/12/25 20:58	0	6.9
71786	2021/12/25 21:13	0	6.2
71787	2021/12/25 21:28	0	5.6
71788	2021/12/25 21:43	0	5.8
71789	2021/12/25 21:58	0	6.2
71790	2021/12/25 22:13	0	6.1
71791	2021/12/25 22:28	0	5.6
71792	2021/12/25 22:43	0	5.2
71793	2021/12/25 22:58	0	5.3
71794	2021/12/25 23:13	0	5.6
71795	2021/12/25 23:28	0	5.8
71796	2021/12/25 23:43	0	5.7
71797	2021/12/25 23:58	0	5.3
71798	2021/12/26 00:13	0	4.9
71799	2021/12/26 00:28	0	4.9
71800	2021/12/26 00:43	0	4.9
71801	2021/12/26 00:58	0	5.1
71802	2021/12/26 01:13	0	5.3
71803	2021/12/26 01:28	0	5.2
71804	2021/12/26 01:43	0	5.2
71805	2021/12/26 01:58	0	5.2
71806	2021/12/26 02:13	0	5.2
71807	2021/12/26 02:28	0	5.2
71808	2021/12/26 02:43	0	5.3
71809	2021/12/26 02:58	0	5.3
71810	2021/12/26 03:13	0	5.3
71811	2021/12/26 03:28	0	5.2
71812	2021/12/26 03:43	0	5.3
71813	2021/12/26 03:58	0	5.2
71814	2021/12/26 04:13	0	5.2
71815	2021/12/26 04:28	0	5.2
71816	2021/12/26 04:43	0	5.2
71817	2021/12/26 04:58	0	5.2
71818	2021/12/26 05:13	0	5.2
71819	2021/12/26 05:28	0	5.3
71820	2021/12/26 05:43	0	5.6
71821	2021/12/26 05:58	0	5.3
71822	2021/12/26 06:13	0	5.2
71823	2021/12/26 06:28	0	5.1
71824	2021/12/26 06:43	0	5.2
71825	2021/12/26 06:58	0	5.4
71826	2021/12/26 07:13	0	5.3
71827	2021/12/26 07:28	0	5.6
71828	2021/12/26 07:43	0	6.2
71829	2021/12/26 07:58	0	5.9
71830	2021/12/26 08:13	0	5.2
71831	2021/12/26 08:28	0	4.9
71832	2021/12/26 08:43	0	5.0
71833	2021/12/26 08:58	0	5.1
71834	2021/12/26 09:13	0	5.1
71835	2021/12/26 09:28	0	5.3
71836	2021/12/26 09:43	0	6.1
71837	2021/12/26 09:58	0	6.9
71838	2021/12/26 10:13	0	6.4
71839	2021/12/26 10:28	0	5.1
71840	2021/12/26 10:43	0	4.6
71841	2021/12/26 10:58	0	4.8
71842	2021/12/26 11:13	0	4.9
71843	2021/12/26 11:28	0	4.8
71844	2021/12/26 11:43	0	5.1
71845	2021/12/26 11:58	0	6.0
71846	2021/12/26 12:13	0	6.6
71847	2021/12/26 12:28	0	5.8
71848	2021/12/26 12:43	0	5.2
71849	2021/12/26 12:58	0	5.9
71850	2021/12/26 13:13	0	7.2
71851	2021/12/26 13:28	0	7.3
71852	2021/12/26 13:43	0	6.2
71853	2021/12/26 13:58	0	5.3
71854	2021/12/26 14:13	0	5.3
71855	2021/12/26 14:28	0	6.1
71856	2021/12/26 14:43	0	7.4
71857	2021/12/26 14:58	0	7.8
71858	2021/12/26 15:13	0	6.7
71859	2021/12/26 15:28	0	5.6
71860	2021/12/26 15:43	0	5.7
71861	2021/12/26 15:58	0	5.9
71862	2021/12/26 16:13	0	5.7
71863	2021/12/26 16:28	0	5.5
71864	2021/12/26 16:43	0	5.5
71865	2021/12/26 16:58	0	5.4
71866	2021/12/26 17:13	0	5.3
71867	2021/12/26 17:28	0	5.3
71868	2021/12/26 17:43	0	5.3
71869	2021/12/26 17:58	0	5.3
71870	2021/12/26 18:13	0	6.7
71871	2021/12/26 18:28	0	9.2
71872	2021/12/26 18:43	0	10.6
71873	2021/12/26 18:58	0	10.2
71874	2021/12/26 19:13	0	9.6
71875	2021/12/26 19:28	0	9.0
71876	2021/12/26 19:43	0	8.3
71877	2021/12/26 19:58	0	7.5
71878	2021/12/26 20:13	0	6.7
71879	2021/12/26 20:28	0	6.6
71880	2021/12/26 20:43	0	6.6
71881	2021/12/26 20:58	0	6.0
71882	2021/12/26 21:13	0	5.6
71883	2021/12/26 21:28	0	6.5
71884	2021/12/26 21:43	0	8.2
71885	2021/12/26 21:58	0	8.3
71886	2021/12/26 22:13	0	7.2
71887	2021/12/26 22:28	0	7.1
71888	2021/12/26 22:43	0	7.1
71889	2021/12/26 22:58	0	7.0
71890	2021/12/26 23:13	0	6.8
71891	2021/12/26 23:28	0	6.4
71892	2021/12/26 23:43	0	6.3
71893	2021/12/26 23:58	0	6.3
71894	2021/12/27 00:13	0	6.2
71895	2021/12/27 00:28	0	6.1
71896	2021/12/27 00:43	0	5.9
71897	2021/12/27 00:58	0	5.7
71898	2021/12/27 01:13	0	5.6
71899	2021/12/27 01:28	0	5.6
71900	2021/12/27 01:43	0	5.3
71901	2021/12/27 01:58	0	5.2
71902	2021/12/27 02:13	0	5.1
71903	2021/12/27 02:28	0	4.7
71904	2021/12/27 02:43	0	4.4
71905	2021/12/27 02:58	0	4.5
71906	2021/12/27 03:13	0	4.6
71907	2021/12/27 03:28	0	4.6
71908	2021/12/27 03:43	0	4.8
71909	2021/12/27 03:58	0	4.8
71910	2021/12/27 04:13	0	4.9
71911	2021/12/27 04:28	0	5.0
71912	2021/12/27 04:43	0	5.0
71913	2021/12/27 04:58	0	4.9
71914	2021/12/27 05:13	0	4.8
71915	2021/12/27 05:28	0	4.7
71916	2021/12/27 05:43	0	4.7
71917	2021/12/27 05:58	0	5.0
71918	2021/12/27 06:13	0	5.2
71919	2021/12/27 06:28	0	5.4
71920	2021/12/27 06:43	0	5.3
71921	2021/12/27 06:58	0	5.1
71922	2021/12/27 07:13	0	4.9
71923	2021/12/27 07:28	0	4.8
71924	2021/12/27 07:43	0	5.1
71925	2021/12/27 07:58	0	5.7
71926	2021/12/27 08:13	0	6.6
71927	2021/12/27 08:28	0	7.1
71928	2021/12/27 08:43	0	6.3
71929	2021/12/27 08:58	0	5.2
71930	2021/12/27 09:13	0	4.9
71931	2021/12/27 09:28	0	4.7
71932	2021/12/27 09:43	0	4.7
71933	2021/12/27 09:58	0	4.8
71934	2021/12/27 10:13	0	4.9
71935	2021/12/27 10:28	0	4.9
71936	2021/12/27 10:43	0	4.9
71937	2021/12/27 10:58	0	4.9
71938	2021/12/27 11:13	0	4.9
71939	2021/12/27 11:28	0	4.9
71940	2021/12/27 11:43	0	5.8
71941	2021/12/27 11:58	0	7.8
71942	2021/12/27 12:13	0	8.9
71943	2021/12/27 12:28	0	7.9
71944	2021/12/27 12:43	0	6.2
71945	2021/12/27 12:58	0	4.7
71946	2021/12/27 13:13	0	4.2
71947	2021/12/27 13:28	0	4.7
71948	2021/12/27 13:43	0	5.7
71949	2021/12/27 13:58	0	5.9
71950	2021/12/27 14:13	0	5.5
71951	2021/12/27 14:28	0	5.7
71952	2021/12/27 14:43	0	6.4
71953	2021/12/27 14:58	0	6.6
71954	2021/12/27 15:13	0	5.9
71955	2021/12/27 15:28	0	5.6
71956	2021/12/27 15:43	0	5.6
71957	2021/12/27 15:58	0	5.6
71958	2021/12/27 16:13	0	5.4
71959	2021/12/27 16:28	0	5.3
71960	2021/12/27 16:43	0	5.2
71961	2021/12/27 16:58	0	5.1
71962	2021/12/27 17:13	0	5.1
71963	2021/12/27 17:28	0	5.2
71964	2021/12/27 17:43	0	5.1
71965	2021/12/27 17:58	0	5.6
71966	2021/12/27 18:13	0	6.8
71967	2021/12/27 18:28	0	7.5
71968	2021/12/27 18:43	0	6.6
71969	2021/12/27 18:58	0	4.8
71970	2021/12/27 19:13	0	4.1
71971	2021/12/27 19:28	0	4.9
71972	2021/12/27 19:43	0	5.9
71973	2021/12/27 19:58	0	6.4
71974	2021/12/27 20:13	0	6.1
71975	2021/12/27 20:28	0	5.5
71976	2021/12/27 20:43	0	5.2
71977	2021/12/27 20:58	0	5.3
71978	2021/12/27 21:13	0	5.4
71979	2021/12/27 21:28	0	5.8
71980	2021/12/27 21:43	0	5.9
71981	2021/12/27 21:58	0	5.6
71982	2021/12/27 22:13	0	5.6
71983	2021/12/27 22:28	0	5.9
71984	2021/12/27 22:43	0	6.1
71985	2021/12/27 22:58	0	5.8
71986	2021/12/27 23:13	0	5.6
71987	2021/12/27 23:28	0	5.7
71988	2021/12/27 23:43	0	5.7
71989	2021/12/27 23:58	0	5.6
71990	2021/12/28 00:13	0	5.7
71991	2021/12/28 00:28	0	5.6
71992	2021/12/28 00:43	0	5.6
71993	2021/12/28 00:58	0	5.6
71994	2021/12/28 01:13	0	5.6
71995	2021/12/28 01:28	0	5.6
71996	2021/12/28 01:43	0	5.6
71997	2021/12/28 01:58	0	5.6
71998	2021/12/28 02:13	0	5.4
71999	2021/12/28 02:28	0	5.4
72000	2021/12/28 02:43	0	5.4
72001	2021/12/28 02:58	0	5.3
72002	2021/12/28 03:13	0	5.0
72003	2021/12/28 03:28	0	4.9
72004	2021/12/28 03:43	0	5.3
72005	2021/12/28 03:58	0	5.2
72006	2021/12/28 04:13	0	5.1
72007	2021/12/28 04:28	0	4.9
72008	2021/12/28 04:43	0	4.8
72009	2021/12/28 04:58	0	4.9
72010	2021/12/28 05:13	0	4.9
72011	2021/12/28 05:28	0	5.2
72012	2021/12/28 05:43	0	5.7
72013	2021/12/28 05:58	0	5.5
72014	2021/12/28 06:13	0	5.1
72015	2021/12/28 06:28	0	5.1
72016	2021/12/28 06:43	0	5.0
72017	2021/12/28 06:58	0	5.1
72018	2021/12/28 07:13	0	5.1
72019	2021/12/28 07:28	0	5.1
72020	2021/12/28 07:43	0	5.1
72021	2021/12/28 07:58	0	5.2
72022	2021/12/28 08:13	0	5.2
72023	2021/12/28 08:28	0	5.2
72024	2021/12/28 08:43	0	5.1
72025	2021/12/28 08:58	0	5.8
72026	2021/12/28 09:13	0	7.3
72027	2021/12/28 09:28	0	8.1
72028	2021/12/28 09:43	0	7.6
72029	2021/12/28 09:58	0	7.5
72030	2021/12/28 10:13	0	7.8
72031	2021/12/28 10:28	0	7.5
72032	2021/12/28 10:43	0	6.7
72033	2021/12/28 10:58	0	6.2
72034	2021/12/28 11:13	0	5.6
72035	2021/12/28 11:28	0	5.0
72036	2021/12/28 11:43	0	4.6
72037	2021/12/28 11:58	0	4.1
72038	2021/12/28 12:13	0	4.7
72039	2021/12/28 12:28	0	5.7
72040	2021/12/28 12:43	0	6.3
72041	2021/12/28 12:58	0	7.6
72042	2021/12/28 13:13	0	8.6
72043	2021/12/28 13:28	0	8.5
72044	2021/12/28 13:43	0	7.7
72045	2021/12/28 13:58	0	6.8
72046	2021/12/28 14:13	0	6.5
72047	2021/12/28 14:28	0	6.5
72048	2021/12/28 14:43	0	6.8
72049	2021/12/28 14:58	0	7.7
72050	2021/12/28 15:13	0	7.8
72051	2021/12/28 15:28	0	6.5
72052	2021/12/28 15:43	0	5.2
72053	2021/12/28 15:58	0	5.6
72054	2021/12/28 16:13	0	6.6
72055	2021/12/28 16:28	0	6.7
72056	2021/12/28 16:43	0	6.1
72057	2021/12/28 16:58	0	5.5
72058	2021/12/28 17:13	0	5.3
72059	2021/12/28 17:28	0	5.1
72060	2021/12/28 17:43	0	5.1
72061	2021/12/28 17:58	0	5.2
72062	2021/12/28 18:13	0	5.3
72063	2021/12/28 18:28	0	6.0
72064	2021/12/28 18:43	0	6.9
72065	2021/12/28 18:58	0	6.8
72066	2021/12/28 19:13	0	5.9
72067	2021/12/28 19:28	0	5.4
72068	2021/12/28 19:43	0	5.3
72069	2021/12/28 19:58	0	5.7
72070	2021/12/28 20:13	0	6.4
72071	2021/12/28 20:28	0	6.8
72072	2021/12/28 20:43	0	6.4
72073	2021/12/28 20:58	0	5.7
72074	2021/12/28 21:13	0	5.7
72075	2021/12/28 21:28	0	5.9
72076	2021/12/28 21:43	0	6.1
72077	2021/12/28 21:58	0	5.9
72078	2021/12/28 22:13	0	6.1
72079	2021/12/28 22:28	0	6.5
72080	2021/12/28 22:43	0	6.9
72081	2021/12/28 22:58	0	7.1
72082	2021/12/28 23:13	0	6.4
72083	2021/12/28 23:28	0	5.7
72084	2021/12/28 23:43	0	5.8
72085	2021/12/28 23:58	0	6.4
72086	2021/12/29 00:13	0	6.8
72087	2021/12/29 00:28	0	6.8
72088	2021/12/29 00:43	0	6.4
72089	2021/12/29 00:58	0	6.2
72090	2021/12/29 01:13	0	5.9
72091	2021/12/29 01:28	0	5.7
72092	2021/12/29 01:43	0	5.7
72093	2021/12/29 01:58	0	5.8
72094	2021/12/29 02:13	0	5.9
72095	2021/12/29 02:28	0	6.0
72096	2021/12/29 02:43	0	5.8
72097	2021/12/29 02:58	0	5.6
72098	2021/12/29 03:13	0	5.3
72099	2021/12/29 03:28	0	5.3
72100	2021/12/29 03:43	0	5.3
72101	2021/12/29 03:58	0	5.3
72102	2021/12/29 04:13	0	5.2
72103	2021/12/29 04:28	0	5.3
72104	2021/12/29 04:43	0	5.3
72105	2021/12/29 04:58	0	5.2
72106	2021/12/29 05:13	0	5.2
72107	2021/12/29 05:28	0	5.1
72108	2021/12/29 05:43	0	5.1
72109	2021/12/29 05:58	0	5.3
72110	2021/12/29 06:13	0	5.9
72111	2021/12/29 06:28	0	6.1
72112	2021/12/29 06:43	0	5.6
72113	2021/12/29 06:58	0	5.2
72114	2021/12/29 07:13	0	4.9
72115	2021/12/29 07:28	0	5.0
72116	2021/12/29 07:43	0	5.2
72117	2021/12/29 07:58	0	5.3
72118	2021/12/29 08:13	0	5.3
72119	2021/12/29 08:28	0	5.3
72120	2021/12/29 08:43	0	5.3
72121	2021/12/29 08:58	0	5.3
72122	2021/12/29 09:13	0	5.3
72123	2021/12/29 09:28	0	5.3
72124	2021/12/29 09:43	0	5.3
72125	2021/12/29 09:58	0	5.2
72126	2021/12/29 10:13	0	5.3
72127	2021/12/29 10:28	0	5.3
72128	2021/12/29 10:43	0	5.2
72129	2021/12/29 10:58	0	5.1
72130	2021/12/29 11:13	0	5.1
72131	2021/12/29 11:28	0	5.2
72132	2021/12/29 11:43	0	5.1
72133	2021/12/29 11:58	0	5.1
72134	2021/12/29 12:13	0	6.1
72135	2021/12/29 12:28	0	7.7
72136	2021/12/29 12:43	0	8.4
72137	2021/12/29 12:58	0	7.9
72138	2021/12/29 13:13	0	7.2
72139	2021/12/29 13:28	0	6.5
72140	2021/12/29 13:43	0	6.1
72141	2021/12/29 13:58	0	6.6
72142	2021/12/29 14:13	0	7.3
72143	2021/12/29 14:28	0	7.0
72144	2021/12/29 14:43	0	6.2
72145	2021/12/29 14:58	0	5.8
72146	2021/12/29 15:13	0	6.3
72147	2021/12/29 15:28	0	7.1
72148	2021/12/29 15:43	0	6.7
72149	2021/12/29 15:58	0	5.7
72150	2021/12/29 16:13	0	5.3
72151	2021/12/29 16:28	0	5.2
72152	2021/12/29 16:43	0	5.4
72153	2021/12/29 16:58	0	5.6
72154	2021/12/29 17:13	0	5.6
72155	2021/12/29 17:28	0	5.6
72156	2021/12/29 17:43	0	5.6
72157	2021/12/29 17:58	0	5.6
